Gene Symbol,Name,Entrez GeneId,Genome Location,Tier,Hallmark,Chr Band,Somatic,Germline,Tumour Types(Somatic),Tumour Types(Germline),Cancer Syndrome,Tissue Type,Molecular Genetics,Role in Cancer,Mutation Types,Translocation Partner,Other Germline Mut,Other Syndrome,Synonyms,PDB Structures,n_structures
EED,embryonic ectoderm development,8726.0,11:86245223-86278813,2,,11q14.2,yes,,"malignant peripheral nerve sheath tumours, MDS and related, lung adenocarcinoma",,,"E, L",,TSG,"Mis, F",,,,"CCDS76463.1,ENSG00000074266.19,HEED,NM_001308007.1,NP_001294936,O75530,WAIT-1","['3IIW', '3IIY', '3IJ0', '3IJ1', '3IJC', '3JPX', '3JZG', '3JZH', '3JZN', '3K26', '3K27', '4W2R', '4X3E', '5GSA', '5H13', '5H14', '5H15', '5H17', '5H19', '5H24', '5H25', '5HYN', '5IJ7', '5IJ8', '5K0M', '5LS6', '5TTW', '5U5H', '5U5K', '5U5T', '5U62', '5U69', '5U6D', '5U8A', '5U8F', '5WG6', '5WP3', '5WUK', '6B3W', '6C23', '6C24', '6LO2', '6SFB', '6SFC', '6U4Y', '6V3X', '6V3Y', '6W7F', '6W7G', '6WKR', '6YVI', '6YVJ', '7KSO', '7KSR', '7KTP', '7KXT', '7MSB', '7MSD', '7P3C', '7P3G', '7P3J', '7QJG', '7QJU', '7QK4', '7SI4', '7SI5', '7TD5', '8FYH']",68
EGFR,"epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)",1956.0,7:55019101-55211628,1,Yes,7p11.2,yes,yes,"glioma, NSCLC",NSCLC,familial lung cancer,"E, O",Dom,oncogene,"A, O, Mis",,,,"CCDS5514.1,ENSG00000146648.17,ERBB,ERBB1,NM_005228.3,NP_005219,P00533","['1IVO', '1M14', '1M17', '1MOX', '1NQL', '1XKK', '1YY9', '1Z9I', '2EB2', '2EB3', '2GS2', '2GS6', '2GS7', '2ITN', '2ITO', '2ITP', '2ITQ', '2ITT', '2ITU', '2ITV', '2ITW', '2ITX', '2ITY', '2ITZ', '2J5E', '2J5F', '2J6M', '2JIT', '2JIU', '2JIV', '2KS1', '2M0B', '2M20', '2N5S', '2RF9', '2RFD', '2RFE', '2RGP', '3B2U', '3B2V', '3BEL', '3BUO', '3C09', '3G5V', '3G5Y', '3GOP', '3GT8', '3IKA', '3LZB', '3NJP', '3OB2', '3OP0', '3P0Y', '3PFV', '3POZ', '3QWQ', '3UG1', '3UG2', '3VJN', '3VJO', '3VRP', '3VRR', '3W2O', '3W2P', '3W2Q', '3W2R', '3W2S', '3W32', '3W33', '4G5J', '4G5P', '4HJO', '4I1Z', '4I20', '4I21', '4I22', '4I23', '4I24', '4JQ7', '4JQ8', '4JR3', '4JRV', '4KRL', '4KRM', '4KRO', '4KRP', '4LI5', '4LL0', '4LQM', '4LRM', '4R3P', '4R3R', '4R5S', '4RIW', '4RIX', '4RIY', '4RJ4', '4RJ5', '4RJ6', '4RJ7', '4RJ8', '4TKS', '4UIP', '4UV7', '4WD5', '4WKQ', '4WRG', '4ZAU', '4ZJV', '4ZSE', '5C8K', '5C8M', '5C8N', '5CAL', '5CAN', '5CAO', '5CAP', '5CAQ', '5CAS', '5CAU', '5CAV', '5CNN', '5CNO', '5CZH', '5CZI', '5D41', '5EDP', '5EDQ', '5EDR', '5EM5', '5EM6', '5EM7', '5EM8', '5FED', '5FEE', '5FEQ', '5GMP', '5GNK', '5GTY', '5GTZ', '5HCX', '5HCY', '5HCZ', '5HG5', '5HG7', '5HG8', '5HG9', '5HIB', '5HIC', '5J9Y', '5J9Z', '5JEB', '5LV6', '5SX4', '5SX5', '5U8L', '5UG8', '5UG9', '5UGA', '5UGB', '5UGC', '5UWD', '5WB7', '5WB8', '5X26', '5X27', '5X28', '5X2A', '5X2C', '5X2F', '5X2K', '5XDK', '5XDL', '5XGM', '5XGN', '5XWD', '5Y25', '5Y9T', '5YU9', '5ZTO', '5ZWJ', '6ARU', '6B3S', '6D8E', '6DUK', '6JRJ', '6JRK', '6JRX', '6JWL', '6JX0', '6JX4', '6JXT', '6JZ0', '6LUB', '6LUD', '6P1D', '6P1L', '6P8Q', '6S89', '6S8A', '6S9B', '6S9C', '6S9D', '6TFU', '6TFV', '6TFW', '6TFY', '6TFZ', '6TG0', '6TG1', '6V5N', '6V5P', '6V66', '6V6K', '6V6O', '6VH4', '6VHN', '6VHP', '6WA2', '6WAK', '6WXN', '6XL4', '6Z4B', '6Z4D', '7A2A', '7A6I', '7A6J', '7A6K', '7AEI', '7AEM', '7B85', '7ER2', '7JXI', '7JXK', '7JXL', '7JXM', '7JXP', '7JXQ', '7JXW', '7K1H', '7K1I', '7KXZ', '7KY0', '7LEN', '7LFR', '7LFS', '7LG8', '7LGS', '7LTX', '7OM4', '7OXB', '7SI1', '7SYD', '7SYE', '7SZ0', '7SZ1', '7SZ5', '7SZ7', '7T4I', '7T4J', '7TVD', '7U98', '7U99', '7U9A', '7UKV', '7UKW', '7VRA', '7VRE', '7ZYM', '7ZYN', '7ZYP', '7ZYQ', '8A27', '8A2A', '8A2B', '8A2D', '8D73', '8D76', '8DSW', '8EME', '8F1H', '8F1W', '8F1X', '8F1Y', '8F1Z', '8G63', '8H7X', '8HGO', '8HGP', '8HGS', '8HY7']",291
EIF1AX,"eukaryotic translation initiation factor 1A, X-linked",107984923.0,X:20124518-20141844,2,,Xp22.12,yes,,"uveal melanoma, thyroid cancer (PDTC and ATC), low grade serous ovarian cancer",,,E,,,"Mis, S",,,,"CCDS14196.1,EIF1A,EIF4C,ENSG00000173674.10,NM_001412.3,NP_001403,P47813,eIF-1A,eIF-4C","['1D7Q', '3ZJY', '4KZY', '4KZZ', '6YBW', '6ZMW', '6ZP4', '7A09', '7QP6', '7QP7', '7SYQ', '7SYR', '7SYS', '7SYV', '7SYW', '7SYX', '7TQL', '8PPL']",18
EIF3E,"eukaryotic translation initiation factor 3, subunit E",3646.0,8:108201743-108248765,1,Yes,8q23.1,yes,,colorectal,,,E,Dom,"TSG, fusion",T,RSPO3,,,"CCDS6308.1,EIF3S6,ENSG00000104408.9,INT6,NM_001568.2,NP_001559,P60228,eIF3-p48,eIF3e","['3J8B', '3J8C', '6FEC', '6YBD', '6ZMW', '6ZON', '6ZP4', '6ZVJ', '7A09', '7QP6', '7QP7', '8PPL']",12
EIF4A2,"eukaryotic translation initiation factor 4A, isoform 2",1974.0,3:186783547-186789900,1,Yes,3q27.3,yes,,NHL,,,L,Dom,fusion,T,BCL6,,,"BM-010,CCDS3282.1,DDX2B,EIF4A,EIF4F,ENSG00000156976.16,NM_001967.3,NP_001958,Q14240",['3BOR'],1
ELF3,E74 like ETS transcription factor 3,1999.0,1:202007945-202016009,2,,1q32.1,yes,,pancreatic cancer,,,E,,TSG,"Mis, N, F",,,,"CCDS1419.1,ENSG00000163435.15,EPR-1,ERT,ESE-1,ESX,P78545",['2E8P'],1
ELF4,E74-like factor 4 (ets domain transcription factor),2000.0,X:130064928-130110495,1,Yes,Xq26.1,yes,,AML,,,L,Dom,"oncogene, TSG, fusion",T,ERG,,,"CCDS14617.1,ELFR,ENSG00000102034.16,MEF,NM_001421.3,NP_001412,Q99607",,0
ELK4,"ELK4, ETS-domain protein (SRF accessory protein 1)",2005.0,1:205607943-205631962,1,Yes,1q32.1,yes,,prostate,,,E,Dom,"oncogene, fusion",T,SLC45A3,,,"CCDS1456.1,ENSG00000158711.13,NM_001973.3,NP_001964,P28324,SAP1","['1BC7', '1BC8', '1HBX', '1K6O']",4
ELL,ELL gene (11-19 lysine-rich leukemia gene),8178.0,19:18442663-18522127,1,Yes,19p13.11,yes,,AL,,,L,Dom,"TSG, fusion",T,KMT2A,,,"C19orf17,CCDS12380.1,ELL1,ENSG00000105656.12,Men,NM_006532.3,NP_006523,P55199,PPP1R68",['2DOA'],1
ELN,elastin,2006.0,7:74027789-74069907,2,,7q11.23,yes,,B-ALL,,,L,Dom,fusion,T,PAX5,yes,"Supravalvular Aortic Stenosis, Cutis laxa , Williams-Beuren Syndrome","CCDS75616.1,ENSG00000049540.16,NM_001278939.1,NP_001265868,SVAS,WBS,WS",,0
EML4,echinoderm microtubule associated protein like 4,27436.0,2:42169350-42332548,1,Yes,2p21,yes,,NSCLC,,,E,Dom,fusion,T,ALK,,,"C2orf2,CCDS1807.1,ELP120,ENSG00000143924.18,NM_019063.4,NP_061936,NP_061936.2,Q9HC35,ROPP120",['4CGC'],1
EP300,300 kd E1A-Binding protein gene,2033.0,22:41091786-41180079,1,Yes,22q13.2,yes,,"colorectal, breast, pancreatic, AML, ALL, DLBCL",,,"L, E",Rec,"TSG, fusion","T,  N, F, Mis, O","KMT2A, KAT6A",,,"CCDS14010.1,ENSG00000100393.12,KAT3B,NM_001429.3,NP_001420,Q09472,p300","['1L3E', '1P4Q', '2K8F', '2MH0', '2MZD', '3BIY', '3I3J', '3IO2', '3P57', '3T92', '4BHW', '4PZR', '4PZS', '4PZT', '5BT3', '5KJ2', '5LKT', '5LKU', '5LKX', '5LKZ', '5LPK', '5LPM', '5NU5', '5XZC', '6DS6', '6FGN', '6FGS', '6GYR', '6GYT', '6K4N', '6PF1', '6PGU', '6V8B', '6V8K', '6V8N', '6V90', '7LJE', '7QGS', '7SS8', '7SSK', '7SZQ', '7UGI', '7VHY', '7VHZ', '7VI0', '7W9V', '7XEZ', '7XFG', '8E1D', '8GZC', '8HAG', '8HAH', '8HAI', '8HAJ', '8HAK']",55
EPAS1,endothelial PAS domain protein 1,2034.0,2:46297402-46386703,1,Yes,2p21,yes,,"paraganglioma, pheochromocytoma, central nervous system hemangioblastomas",,,"E, M",Dom,"oncogene, TSG",Mis,,yes,type 3 familial erythrocytosis,"CCDS1825.1,ENSG00000116016.13,HIF2A,HLF,MOP2,NM_001430.4,NP_001421,PASD2,Q99814,bHLHe73","['1P97', '2A24', '3F1N', '3F1O', '3F1P', '3H7W', '3H82', '4GHI', '4GS9', '4PKY', '4XT2', '5KIZ', '5TBM', '5UFP', '6BVB', '6CZW', '6D09', '6D0B', '6D0C', '6I7Q', '6I7R', '6X21', '6X28', '6X2H', '6X37', '6X3D', '7Q5V', '7Q5X', '7UJV', '8CK3', '8CK4', '8CK8']",32
EPHA3,EPH receptor A3,2042.0,3:89107524-89482134,2,,3p11.1,yes,,"lung cancer, CRC, melanoma",,,E,,,Mis,,,,"CCDS2922.1,ENSG00000044524.10,ETK,ETK1,HEK,HEK4,NM_005233.5,NP_005224,P29320,TYRO4","['2GSF', '2QO2', '2QO7', '2QO9', '2QOB', '2QOC', '2QOD', '2QOF', '2QOI', '2QOK', '2QOL', '2QON', '2QOO', '2QOQ', '3DZQ', '3FXX', '3FY2', '4G2F', '4GK2', '4GK3', '4GK4', '4L0P', '4P4C', '4P5Q', '4P5Z', '4TWN', '4TWO', '6IN0']",28
EPHA7,EPH receptor A7,2045.0,6:93240020-93419526,2,,6q16.1,yes,,"CRC, melanoma",,,E,,,Mis,,,,"CCDS5031.1,ENSG00000135333.13,Hek11,NM_004440.3,NP_004431,NP_001275558.1,Q15375","['2REI', '3DKO', '3H8M', '3NRU', '7EEC', '7EED', '7EEF']",7
EPS15,epidermal growth factor receptor pathway substrate 15 (AF1p),2060.0,1:51354263-51519328,1,Yes,1p32.3,yes,,ALL,,,L,Dom,"TSG, fusion",T,KMT2A,,,"AF-1P,CCDS557.1,ENSG00000085832.16,MLLT5,NM_001981.2,NP_001972,P42566","['1C07', '1EH2', '1F8H', '1FF1', '2IV9', '2JXC', '4RH5', '4RH9', '4RHG', '4S0G', '5AWT', '5AWU', '5JP2']",13
ERBB2,"v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)",2064.0,17:39700080-39728662,1,Yes,17q12,yes,,"breast, ovarian, other tumour types, NSCLC, gastric",,,E,Dom,"oncogene, fusion","A, Mis, O",,,,"CCDS32642.1,CD340,ENSG00000141736.13,HER-2,HER2,NEU,NGL,NM_004448.3,NP_004439,P04626","['1MFG', '1MFL', '1MW4', '1N8Z', '1QR1', '1S78', '2A91', '2JWA', '2KS1', '2L4K', '2N2A', '3BE1', '3H3B', '3MZW', '3N85', '3PP0', '3RCD', '3WLW', '3WSQ', '4GFU', '4HRL', '4HRM', '4HRN', '4NND', '5K33', '5KWG', '5MY6', '5O4G', '5OB4', '5TQS', '6ATT', '6BGT', '6J71', '6LBX', '6OGE', '7JXH', '7MN5', '7MN6', '7MN8', '7PCD', '7QVK', '8FFJ', '8HGO', '8HGP', '8Q6J']",45
ERBB3,erb-b2 receptor tyrosine kinase 3,2065.0,12:56079861-56103505,1,Yes,12q13.2,yes,,"colon, gastric, head and neck, bladder, skin",,,E,Dom,oncogene,"Mis, N",,,,"CCDS31833.1,ENSG00000065361.15,HER3,LCCS2,NM_001982.3,NP_001973,P21860","['1M6B', '2L9U', '3KEX', '3LMG', '3P11', '4LEO', '4P59', '4RIW', '4RIX', '4RIY', '5CUS', '5O4O', '5O7P', '6KBI', '6OP9', '7BHE', '7BHF', '7D85', '7MN5', '7MN6', '7MN8']",21
ERBB4,erb-b2 receptor tyrosine kinase 4,2066.0,2:211375717-212538841,1,Yes,2q34,yes,yes,"melanoma, gastric, NSCLC",,,E,Dom,"oncogene, TSG","Mis, N",,yes,Amyotrophic lateral sclerosis 19,"ALS19,CCDS2394.1,ENSG00000178568.14,HER4,NM_005235.2,NP_005226,Q15303","['2AHX', '2L2T', '2LCX', '2R4B', '3BBT', '3BBW', '3BCE', '3U2P', '3U7U', '3U9U']",10
ERC1,ELKS/RAB6-interacting/CAST family member 1,23085.0,12:1027747-1495924,1,Yes,12p13.33,yes,,"papillary thyroid, Spitzoid tumour",,,E,Dom,fusion,T,"RET, ROS1",,,"CAST2,CCDS8508.1,ELKS,ENSG00000082805.19,KIAA1081,MGC12974,NM_178040.3,NP_829884,Q8IUD2,RAB6IP2",,0
ERCC2,"excision repair cross-complementing rodent repair deficiency, complementation group 2 (xeroderma pigmentosum D)",2068.0,19:45349837-45370587,1,Yes,19q13.32,,yes,,"skin basal cell, skin squamous cell, melanoma",xeroderma pigmentosum (D),E,Rec,TSG,"Mis, N, F, S",,,,"CCDS33049.1,EM9,ENSG00000104884.15,MAG,MGC102762,MGC126218,MGC126219,NM_000400.3,NP_000391,P18074,TFIIH,XPD","['5IVW', '5IY6', '5IY7', '5IY8', '5IY9', '5OF4', '6NMI', '6O9L', '6O9M', '6RO4', '6TUN', '7AD8', '7EGB', '7EGC', '7ENA', '7ENC', '7LBM', '7NVR', '7NVW', '7NVX', '7NVY', '7NVZ', '7NW0', '8BVW', '8BYQ', '8EBS', '8EBT', '8EBU', '8EBV', '8EBW', '8EBX', '8EBY', '8GXQ', '8GXS', '8WAK', '8WAL', '8WAN', '8WAO', '8WAP', '8WAQ', '8WAR', '8WAS']",42
ERCC3,"excision repair cross-complementing rodent repair deficiency, complementation group 3 (xeroderma pigmentosum group B complementing)",2071.0,2:127257290-127294176,1,Yes,2q14.3,,yes,,"skin basal cell, skin squamous cell, melanoma",xeroderma pigmentosum (B),E,Rec,TSG,"Mis, S",,,,"BTF2,CCDS2144.1,ENSG00000163161.13,GTF2H,NM_001303418.1,NP_000113,NP_001290345.1,NP_001290347.1,P19447,RAD25,TFIIH,XPB","['4ERN', '5IVW', '5IY6', '5IY7', '5IY8', '5IY9', '5OF4', '6NMI', '6O9L', '6O9M', '6RO4', '7AD8', '7EGB', '7EGC', '7ENA', '7ENC', '7LBM', '7NVR', '7NVV', '7NVW', '7NVX', '7NVY', '7NVZ', '7NW0', '8BVW', '8BYQ', '8EBS', '8EBT', '8EBU', '8EBV', '8EBW', '8EBX', '8EBY', '8GXQ', '8GXS', '8WAK', '8WAL', '8WAN', '8WAO', '8WAP', '8WAQ', '8WAR', '8WAS']",43
ERCC4,"excision repair cross-complementing rodent repair deficiency, complementation group 4",2072.0,16:13920157-13952345,1,Yes,16p13.12,,yes,,"skin basal cell, skin squamous cell, melanoma",xeroderma pigmentosum (F),E,Rec,TSG,"Mis, N, F",,,,"CCDS32390.1,ENSG00000175595.14,FANCQ,NM_005236.2,NP_005227,Q92889,RAD1,XPF","['1Z00', '2A1J', '2AQ0', '2KN7', '2MUT', '6SXA', '6SXB']",7
ERCC5,"excision repair cross-complementing rodent repair deficiency, complementation group 5 (xeroderma pigmentosum, complementation group G (Cockayne syndrome))",2073.0,13:102844844-102876001,1,Yes,13q33.1,,yes,,"skin basal cell, skin squamous cell, melanoma",xeroderma pigmentosum (G),E,Rec,TSG,"Mis, N, F",,,,"CCDS32004.1,ENSG00000134899.19,ERCM2,NM_000123.3,NP_000114,NP_000114.2,P28715,XPGC","['5EKF', '5EKG', '6TUR', '6TUS', '6TUW', '6TUX', '6VBH']",7
ERG,v-ets erythroblastosis virus E26 oncogene like (avian),2078.0,21:38380027-38661694,1,Yes,21q22.2,yes,,"Ewing sarcoma, prostate, AML",,,"M, E, L",Dom,"oncogene, fusion","T, A","EWSR1, TMPRSS2, ELF4, FUS, HERPUD1, NDRG1",,,"CCDS46648.1,ENSG00000157554.18,NM_001243432.2,NP_001129626,NP_001230361.1,P11308,erg-3,p55","['1SXE', '4IRG', '4IRH', '4IRI', '5YBC', '5YBD', '6VGE', '6VGG']",8
ESR1,estrogen receptor 1,2099.0,6:151690496-152103274,1,Yes,6q25.2,yes,,breast,,,E,Dom,"oncogene, TSG, fusion",Mis,,,,"CCDS5234.1,ENSG00000091831.23,ER-alpha,ESR,Era,NM_001122742.1,NP_001116214,NR3A1,P03372","['1A52', '1ERE', '1ERR', '1G50', '1GWQ', '1GWR', '1HCP', '1HCQ', '1L2I', '1PCG', '1QKT', '1QKU', '1R5K', '1SJ0', '1UOM', '1X7E', '1X7R', '1XP1', '1XP6', '1XP9', '1XPC', '1XQC', '1YIM', '1YIN', '1ZKY', '2AYR', '2B1V', '2B1Z', '2B23', '2BJ4', '2FAI', '2G44', '2G5O', '2I0J', '2IOG', '2IOK', '2JF9', '2JFA', '2LLO', '2LLQ', '2OCF', '2OUZ', '2P15', '2POG', '2Q6J', '2Q70', '2QA6', '2QA8', '2QAB', '2QE4', '2QGT', '2QGW', '2QH6', '2QR9', '2QSE', '2QXM', '2QXS', '2QZO', '2R6W', '2R6Y', '2YAT', '2YJA', '3CBM', '3CBO', '3CBP', '3DT3', '3ERD', '3ERT', '3HLV', '3HM1', '3L03', '3OS8', '3OS9', '3OSA', '3Q95', '3UU7', '3UUA', '3UUC', '3UUD', '4AA6', '4DMA', '4IU7', '4IUI', '4IV2', '4IV4', '4IVW', '4IVY', '4IW6', '4IW8', '4IWC', '4IWF', '4JC3', '4JDD', '4MG5', '4MG6', '4MG7', '4MG8', '4MG9', '4MGA', '4MGB', '4MGC', '4MGD', '4O6F', '4PP6', '4PPP', '4PPS', '4PXM', '4Q13', '4Q50', '4TUZ', '4TV1', '4XI3', '4ZN7', '4ZN9', '4ZNH', '4ZNS', '4ZNT', '4ZNU', '4ZNV', '4ZNW', '5AAU', '5AAV', '5ACC', '5AK2', '5DI7', '5DID', '5DIE', '5DIG', '5DK9', '5DKB', '5DKE', '5DKG', '5DKS', '5DL4', '5DLR', '5DMC', '5DMF', '5DP0', '5DRJ', '5DRM', '5DTV', '5DU5', '5DUE', '5DUG', '5DUH', '5DVS', '5DVV', '5DWE', '5DWG', '5DWI', '5DWJ', '5DX3', '5DXB', '5DXE', '5DXG', '5DXK', '5DXM', '5DXP', '5DXQ', '5DXR', '5DY8', '5DYB', '5DYD', '5DZ0', '5DZ1', '5DZ3', '5DZH', '5DZI', '5E0W', '5E0X', '5E14', '5E15', '5E19', '5E1C', '5EGV', '5EHJ', '5EI1', '5EIT', '5FQP', '5FQR', '5FQS', '5FQT', '5FQV', '5GS4', '5GTR', '5HYR', '5JMM', '5KCC', '5KCD', '5KCE', '5KCF', '5KCT', '5KCU', '5KCW', '5KD9', '5KR9', '5KRA', '5KRC', '5KRF', '5KRH', '5KRI', '5KRJ', '5KRK', '5KRL', '5KRM', '5KRO', '5N10', '5T0X', '5T1Z', '5T92', '5T97', '5TLD', '5TLF', '5TLG', '5TLL', '5TLM', '5TLO', '5TLP', '5TLT', '5TLU', '5TLV', '5TLX', '5TLY', '5TM1', '5TM2', '5TM3', '5TM4', '5TM5', '5TM6', '5TM7', '5TM8', '5TM9', '5TML', '5TMM', '5TMO', '5TMQ', '5TMR', '5TMS', '5TMT', '5TMU', '5TMV', '5TMW', '5TMZ', '5TN1', '5TN3', '5TN4', '5TN5', '5TN6', '5TN7', '5TN8', '5TN9', '5TNB', '5U2B', '5U2D', '5UFW', '5UFX', '5W9C', '5W9D', '5WGD', '5WGQ', '6B0F', '6C42', '6CBZ', '6CHW', '6CHZ', '6CZN', '6D0F', '6DF6', '6DFN', '6HHP', '6HKB', '6HKF', '6HMU', '6IAR', '6OWC', '6PET', '6PFM', '6PIT', '6PSJ', '6SBO', '6SQ0', '6SUO', '6TJM', '6TL3', '6V87', '6V8T', '6VGH', '6VJD', '6VPF', '6WOK', '6ZOQ', '6ZOR', '6ZOS', '7B9M', '7B9R', '7B9T', '7BA3', '7BA5', '7BA6', '7BA7', '7BA8', '7BA9', '7BAA', '7BAB', '7JHD', '7KBS', '7MSA', '7N9O', '7NDO', '7NEL', '7NFB', '7NFW', '7NIZ', '7OPW', '7OQ7', '7OQ8', '7PWT', '7PWZ', '7QVJ', '7QVL', '7R62', '7RKE', '7RNM', '7RRX', '7RRY', '7RRZ', '7RS0', '7RS1', '7RS2', '7RS3', '7RS4', '7RS7', '7RS8', '7RS9', '7SFO', '7T2X', '7TE7', '7UJ7', '7UJ8', '7UJC', '7UJF', '7UJM', '7UJO', '7UJW', '7UJY', '7WNV', '7Y8F', '7Y8G', '7YMK', '8AFN', '8AI0', '8ALR', '8ALT', '8ALV', '8ALW', '8AM7', '8ANF', '8AOY', '8APS', '8AQ1', '8AQC', '8AQE', '8AQZ', '8AR4', '8AR5', '8ARG', '8ARO', '8ARQ', '8ARR', '8ARW', '8ARX', '8ARY', '8ARZ', '8AS1', '8AT9', '8ATP', '8AU2', '8AUS', '8AUY', '8AV3', '8AV4', '8AV7', '8AV8', '8AWG', '8AXE', '8AXU', '8B39', '8BWJ', '8BWX', '8BWZ', '8BX0', '8BX3', '8BX4', '8BXI', '8BXM', '8BXN', '8BXO', '8BXQ', '8BXS', '8BY9', '8BYB', '8BYC', '8BYD', '8BYE', '8BYF', '8BYO', '8BYY', '8BYZ', '8BZ0', '8BZA', '8BZB', '8BZW', '8C04', '8C0K', '8C4F', '8C4G', '8DU6', '8DU8', '8DU9', '8DUB', '8DUC', '8DUD', '8DUG', '8DUH', '8DUI', '8DUK', '8DUS', '8DV5', '8DV7', '8DV8', '8DVB', '8EV1', '8EV2']",433
ETNK1,ethanolamine kinase 1,55500.0,12:22625075-22690665,1,Yes,12p12.1,yes,,"aCML, CMML, SM-AHD, HES",,,L,Dom,TSG,Mis,,,,"CCDS8698.1,EKI,EKI1,ENSG00000139163.15,NM_018638.4,NP_061108,Q9HBU6",,0
ETV1,ets variant gene 1,2115.0,7:13891228-13989946,1,,7p21.2,yes,,"Ewing sarcoma, prostate",,,"M, E",Dom,"oncogene, fusion",T,"EWSR1, TMPRSS2, SLC45A3, HMGN2P46, HNRNPA2B1. ACSL3",,,"CCDS55088.1,ENSG00000006468.13,ER81,NM_004956.4,NP_004947,P50549","['4AVP', '4BNC', '5ILS']",3
ETV4,"ets variant gene 4 (E1A enhancer binding protein, E1AF)",2118.0,17:43527844-43546432,1,,17q21.31,yes,,"Ewing sarcoma, prostate carcinoma",,,"M, E",Dom,"oncogene, fusion",T,"EWSR1, TMPRSS2, DDX5, KLK2, CANT1",,,"CCDS11465.1,E1A-F,E1AF,ENSG00000175832.12,NM_001079675.2,NP_001073143,P43268,PEA3","['4CO8', '4UUV', '5ILU']",3
ETV5,ets variant gene 5,2119.0,3:186046308-186109112,1,,3q27.2,yes,,prostate,,,E,Dom,"oncogene, fusion",T,"TMPRSS2, SCL45A3",,,"CCDS33906.1,ENSG00000244405.7,ERM,NM_004454.2,NP_004445,P41161","['4UNO', '5ILV']",2
ETV6,ets variant gene 6 (TEL oncogene),2120.0,12:11649854-11895402,1,Yes,12p13.2,yes,,"congenital fibrosarcoma, multiple different leukaemia and lymphoma tumour types including ALL, secretory breast, MDS",,,"L, E, M",Dom,"TSG, fusion",T,"NTRK3, RUNX1, PDGFRB, ABL1, MN1, ABL2, ACSL6, CHIC2, ARNT, JAK2, MECOM, CDX2, RNF217-AS1, MNX1, MDS2, PER1, SYK, TTL, FGFR3, PAX5",,,"CCDS8643.1,ENSG00000139083.10,NM_001987.4,NP_001978,P41212,TEL","['1JI7', '1LKY', '2DAO', '2QAR', '2QB0', '2QB1', '5L0P', '7JU2', '7N1O', '7N2B', '7T8J', '7TDY', '7TW7', '7TW8', '7TW9', '7U4W', '7U4Z', '8BWU', '8E1F', '8FRJ', '8FRK', '8FT6', '8FT8', '8FZ3', '8FZU', '8FZV', '8THA']",27
EWSR1,Ewing sarcoma breakpoint region 1 (EWS),2130.0,22:29268316-29300343,1,Yes,22q12.2,yes,,"Ewing sarcoma, desmoplastic small round cell tumour , ALL, clear cell sarcoma, sarcoma, myoepithelioma, mesothelioma",,,"L, M, E",Dom,"oncogene, fusion",T,"FLI1, ERG, NR4A3, FEV, ATF1, ETV1, ETV4, WT1, ZNF384, CREB1, POU5F1,  PBX1, NFATC1, NFATC2, DDIT3, PATZ1, SMARCA5, SP3, ZNF444, YY1",,,"CCDS13852.2,ENSG00000182944.17,EWS,NM_013986.3,NP_053733,Q01844",['2CPE'],1
EXT1,multiple exostoses type 1 gene,2131.0,8:117794490-118111853,1,,8q24.11,,yes,,"exostoses, osteosarcoma",multiple exostoses type 1,M,Rec,"TSG, fusion","Mis, N, F, S",,,,"CCDS6324.1,ENSG00000182197.10,LGCR,LGS,NM_000127.2,NP_000118,Q16394,ttv","['7SCH', '7SCJ', '7SCK', '7UQX', '7UQY', '7ZAY']",6
EXT2,multiple exostoses type 2 gene,2132.0,11:44096197-44245429,1,,11p11.2,,yes,,"exostoses, osteosarcoma",multiple exostoses type 2,M,Rec,TSG,"Mis, N, F, S",,,,"CCDS53618.1,ENSG00000151348.13,NM_000401.3,NP_000392,Q93063,SOTV","['7SCH', '7SCJ', '7SCK', '7UQX', '7UQY', '7ZAY']",6
EZH2,enhancer of zeste homolog 2,2146.0,7:148807385-148884278,1,Yes,7q36.1,yes,,DLBCL,,,L,Dom,"oncogene, TSG",Mis,,,,"CCDS5891.1,ENSG00000106462.10,ENX-1,EZH1,KMT6,KMT6A,NM_004456.4,NP_004447,Q15910","['4MI0', '4MI5', '5GSA', '5H14', '5H15', '5H17', '5H19', '5H24', '5H25', '5HYN', '5IJ7', '5IJ8', '5LS6', '5U5T', '5U62', '5WG6', '5WUK', '6C23', '6C24', '6LO2', '6P5L', '6U4Y', '6WKR', '7AT8', '7QJG', '7QJU', '7QK4', '8FYH']",28
EZR,ezrin,7430.0,6:158765748-158819412,1,Yes,6q25.3,yes,,NSCLC,,,E,Dom,fusion,T,ROS1,,,"CCDS5258.1,ENSG00000092820.17,NM_001111077.1,NP_001104547,P15311,VIL2","['1NI2', '4RM8', '4RM9', '4RMA', '7T1K', '7T1L']",6
FADD,Fas Associated Via Death Domain,8772.0,11:70203163-70207390,2,,11q13.3,yes,yes,"breast cancer, HNSCC",lymphoma,,"E, L",,,A,,,,"CCDS8196.1,ENSG00000168040.4,GIG3,MORT1,NM_003824.3,NP_003815,Q13158","['1A1W', '1A1Z', '1E3Y', '1E41', '2GF5', '3EZQ', '3OQ9', '6ACI', '7LXC']",9
